name,id,primary_economy,x,y,z,population,edsm_id,needs_permit
Piorimudjar,15603,Agriculture,107.8125,-76.40625,33.25,10636264681,2213,0
Pipi,15610,Terraforming,-48.25,-113.03125,77.8125,138961267,7577,0
Plentauri,15636,Refinery,-0.125,-132.5,-26.90625,879601,1329,0
Polevnic,15655,Extraction,-79.90625,-87.46875,-33.53125,1641199,4226,0
Prahasi,15731,Terraforming,95.5,-21.9375,-99.71875,224178481,14923,0
Pribrog,15740,Extraction,-100.46875,76.4375,-39.5625,1010678,19977,0
Priviatem,15751,High Tech,-21.9375,-119.09375,-11.75,4512276,2179,0
Puelchana,15778,Agriculture,97.28125,-150.25,-20.53125,2617627501,10163,0
Pukkeitsi,15786,Extraction,-12.25,40.75,-146.3125,2413961,9263,0
Punavatii,15796,Extraction,70.78125,-119.8125,77.875,6311903,13832,0
Purungaitha,15816,Extraction,-79.84375,98.9375,-112.1875,4191304,6892,0
Purunsi,15821,Agriculture,48.75,18.78125,112.15625,1137076139,17691,0
Purut,15823,Colony,-63.15625,-62.03125,-90.5,545644,15747,0
PW Hydrae,15832,Agriculture,65,38.5625,-6.21875,1832509040,10912,0
Pyemmatsety,15838,Extraction,105.96875,-20.875,-22.21875,2454000,5117,0
q1 Eridani,15844,High Tech,25.71875,-50.15625,7.4375,48034853,9596,0
Qama,15850,High Tech,-86.3125,-16.96875,-34.875,13407169,14174,0
Qa'wakana,15854,Agriculture,-17.65625,-19.125,61.78125,3238264143,1328,0
Qi Yomisii,15868,High Tech,-45.5,-38.1875,-91.15625,13549315,10931,0
Qi Yun Cech,15870,Extraction,175.59375,-155.625,21.65625,12077036,7918,0
Rabakshany,15912,Agriculture,83.28125,-78.875,31.59375,624542677,10132,0
Rabh,15917,High Tech,101.03125,-64.84375,-13.875,50080120,8520,0
Ragana,15924,Extraction,142.875,-208.4375,38.78125,3463460,17735,0
Raijuhan Yi,15938,Extraction,17.65625,-235.9375,69.90625,4283736,15073,0
Rajito,15949,Agriculture,125.9375,-109.96875,21.28125,9757449150,8081,0
Raksha,15959,Agriculture,-36.46875,-90.375,-29.21875,2419858753,10154,0
Ramandji,15969,Extraction,163.21875,-58.5,-32.59375,2916952,3493,0
Rapa Bao,15985,Agriculture,94.15625,-167.375,-23.1875,706660807,16054,0
Raurt,16010,Extraction,148.25,56.46875,-37.4375,3285034,14507,0
Rauta,16015,High Tech,31.21875,-69.09375,86.46875,7522028,6962,0
Regir,16034,High Tech,86.21875,-140.34375,20.53125,15474174,13501,0
Regira,16035,Agriculture,20.46875,-54.34375,71.75,2489548087,11027,0
Regirina,16036,Extraction,-56.90625,39.9375,119.0625,1517078,6446,0
Reorte,16056,Extraction,75.75,48.75,75.15625,3099999964,19328,0
Rho Cancri,16067,Refinery,9.34375,24.9375,-30.1875,11999999,18497,0
Rind,16095,Agriculture,77.875,-79.90625,35.9375,2076842486,13622,0
Ringardha,16102,High Tech,-5.6875,73.78125,-45.1875,15336703,9891,0
Rosmerta,16131,High Tech,65.375,-157.125,42.34375,27201734,15736,0
Ross 112,16142,High Tech,-28,64.28125,-33.34375,9233393,19310,0
Ross 145,16149,High Tech,-31.5625,9.90625,17.3125,25423681,1707,0
Ross 154,16151,Refinery,-1.9375,-1.84375,9.3125,2000000,9419,0
Ross 209,16157,Extraction,-48.34375,-69.5625,49.21875,5712696,10965,0
Ross 340,16175,Agriculture,-67.875,-14.125,-93.84375,334827691,6938,0
Ross 342,16176,Extraction,-67.8125,-12.21875,-97.3125,5682893,17966,0
Ross 444,16191,Extraction,106.09375,79.5625,-40.28125,2985819,9441,0
Ross 490,16199,High Tech,3.59375,23.5,7.53125,16119880,13406,0
Ross 491,16200,Extraction,18.15625,103.9375,39.4375,2179749,14795,0
Ross 695,16236,High Tech,18.8125,20.03125,8.78125,12333895,2484,0
Ross 835,16263,High Tech,3.21875,63.84375,24.125,21171002,11376,0
Ross 85,16266,High Tech,17.375,25.5,-19.875,6452510,18332,0
Ross 878,16269,High Tech,17.53125,19.5625,-57.375,10977393,9625,0
Ross 986,16283,Extraction,-0.25,7.1875,-19.25,46999999,3284,0
Rotanev,16285,High Tech,-83.4375,-27.84375,49.40625,9525842,8629,0
Ru Shun,16293,Extraction,125.9375,-182.09375,-62.09375,4796348,15539,0
Ruchbah,16295,High Tech,-78.78125,-3.5625,-60.5625,28125644,1722,0
Run,16322,High Tech,22.8125,-165.96875,34.9375,3000000,5061,0
Rusalku,16331,Agriculture,-76.5,-105,41.875,2580646574,1775,0
Rusani,16335,Agriculture,-64.75,57.21875,-82.625,574856799,15291,0
Rutena,16340,High Tech,-46.46875,35.375,-105.84375,4499274,1888,0
Saga,16374,Refinery,45.625,6.15625,-133.375,918583154,10122,0
Sagi,16380,High Tech,3.59375,140.125,29.53125,4336455,6155,0
Saisiyat,16391,High Tech,41.90625,-112.5625,-36.4375,34403746,1806,0
Sak Manka,16394,High Tech,43.65625,-105.5,-30.09375,18410367,6568,0
Sakar,16402,Extraction,145.40625,-32.875,-23.4375,4290228,1801,0
Saktsak,16412,High Tech,1.40625,16.6875,-12.03125,15784605,6537,0
Salikians,16423,High Tech,157.5625,-0.875,-48.09375,4679341,3316,0
Samburitja,16444,Refinery,90.21875,-161.125,27.625,749610,16135,0
Saminicing,16451,Extraction,85.125,-145.75,147.90625,4491791,17208,0
Samkyha,16452,High Tech,66.96875,28.75,-1.21875,4526088,1702,0
San Huang,16472,High Tech,72.5,-17.625,-104.96875,6529650,8373,0
San Neb Xoc,16478,Terraforming,-76.03125,-123.21875,-11.1875,256225633,8990,0
San Tu,16482,High Tech,24.96875,36.8125,-8.78125,6616472,3860,0
San Wu Gu,16486,Extraction,157.125,-131.875,-46.40625,4247252,10649,0
Sanda,16495,Extraction,-59.34375,35.375,-101.03125,2351528,18471,0
Sango,16502,Agriculture,4.5,38.75,51.6875,1559799373,643,0
Sanna,16507,Extraction,35.96875,-83.3125,23.125,150000000,3819,0
Santjalan,16515,High Tech,-27.09375,32.3125,106.0625,10689054,16220,0
Sanuma,16522,High Tech,153.4375,61.4375,79.03125,4807530,5495,0
Sarahath,16540,Agriculture,111.65625,-155.40625,104.34375,1684478461,7806,0
Savaroju,16570,Agriculture,14.84375,77.09375,101.96875,298729825,6016,0
Scirtari,16589,Extraction,68.6875,-231.625,78.3125,3725395,9067,0
Scirth,16590,Agriculture,34.875,-98.15625,-69.59375,10575080513,11515,0
Scylla,16609,Agriculture,54.9375,-50.4375,-34.28125,2160923600,15713,0
Secoya,16618,Agriculture,64.3125,-63.625,62.375,3338211297,6850,0
Segais,16629,High Tech,12.625,-28.46875,18.53125,10698899,14090,0
Seginus,16633,Agriculture,-32.53125,79.1875,14.1875,7375716984,12947,0
Segoveduwa,16643,High Tech,71.34375,-94.8125,48.59375,16915034,6434,0
Seleru Bao,16656,High Tech,-13.9375,-62.96875,-70.03125,6441158,6788,0
Selkabere,16664,Extraction,126.78125,-16.1875,127.875,4666300,5048,0
Selkadiae,16665,High Tech,172.09375,-180.625,86.15625,6833402,4109,0
Selkana,16666,Agriculture,64.59375,74.125,87.46875,1614489197,12479,0
Selkit,16668,Extraction,118.9375,-240.9375,-2.46875,4429254,19185,0
Senoni,16683,Agriculture,51.46875,42.625,-84.09375,763088023,12882,0
Serd,16696,Refinery,151,-194,-50.125,531526,7933,0
Serklich,16699,Agriculture,-27.96875,-84.03125,58.25,589776337,9471,0
Serktomes,16700,Agriculture,68.0625,-55.15625,-66.28125,10176145434,10119,0
Setesatsu,16724,Extraction,68.4375,-112.65625,126.6875,2913221,20082,0
Shamaphan,16750,Extraction,179.21875,-164.90625,71.875,4097319,15846,0
Shany,16768,Extraction,60.40625,20.59375,147.34375,5760202,9238,0
Shaplintin,16775,High Tech,137.0625,-15,-51.9375,3477512,10651,0
Shapsugabus,16777,Terraforming,91.78125,-122.375,42.5,2433030486,19968,0
Shebkauluwa,16796,Terraforming,118.125,-116.5,108.34375,549675524,1740,0
Shedi,16797,Agriculture,-33.53125,-19.90625,-77.84375,1471310853,16412,0
Sheng Hua,16806,Industrial,148.09375,-174.71875,-54,2962397,3928,0
Shenich,16809,High Tech,-26.09375,-92.5625,-31.28125,6918523,1715,0
Shokuth,16837,Extraction,-73.65625,128.625,5.125,8196420,6877,0
Shon,16848,Industrial,-48.15625,-120.9375,-7.625,2735916,10583,0
Shonpono,16854,High Tech,-78.5625,-82.3125,-3.40625,5591392,15896,0
Shonso,16855,High Tech,64.3125,-137.15625,-29.40625,26499552,11943,0
Shoribelu,16858,Extraction,-3.4375,23.78125,-161.71875,4178820,14614,0
Shou Wu Gu,16874,Refinery,66.5,-121.40625,101.09375,1003401,15657,0
Shu Rong,16881,Agriculture,53.5,19.53125,-113.25,1240538418,4856,0
Sibilja,16896,Terraforming,106.65625,-90.65625,-39.875,408412873,13713,0
Sietae,16914,Agriculture,27.6875,-80.5,-101,1265549659,11616,0
Sifjar,16917,Refinery,10.15625,-82.84375,42.21875,1418684,12322,0
Sigma Geminorum,16920,High Tech,22.90625,50.59375,-112.0625,4550327,2370,0
Siluror,16949,Agriculture,-28.65625,-97.75,63.6875,1546561598,1627,0
Siriaba,16974,Refinery,89.625,-107.59375,-9.53125,545592,16452,0
Siristha,16976,Extraction,116.75,-176.46875,11.84375,3391133,9007,0
Sirsir,16982,Military,105.0625,3.9375,7.34375,696886,2067,0
Sitakapa,16987,Agriculture,83.125,-20.25,85.03125,632799392,14894,0
Sitlanei,16989,Agriculture,-64.5625,53.09375,101.53125,2516581416,3499,0
Sivara,16993,Extraction,97.0625,-94.875,95.90625,7330187,18286,0
Skeller,17007,Extraction,3.9375,-90.71875,-35.6875,3049987,11019,0
Skogulumari,17013,Agriculture,70.03125,-10,67.21875,511121684,7948,0
Skollung,17019,High Tech,-61.15625,-22.4375,-4.6875,10304306,13355,0
Slatas,17021,Extraction,52.4375,-173.125,20.8125,8436971,2787,0
Slatus,17022,Agriculture,76.6875,35.1875,-19.09375,1588880002,8906,0
Smethells 173,17036,Tourism,44.59375,-120.03125,30.46875,1627839,18805,0
Smethells 56,17037,High Tech,11.53125,-64.4375,85,6767548,10196,0
Smethells 97,17038,High Tech,8.96875,-73.84375,57.78125,12430263,8804,0
Snotock Ek,17044,Extraction,59.09375,-155.84375,96.3125,4230831,17781,0
Soch,17047,High Tech,93.125,-60.6875,23.40625,14606873,1695,0
Sokolsci,17067,High Tech,64.78125,-61.75,-62.21875,9515467,10591,0
Sol,17072,Refinery,0,0,0,22780871769,27,1
Solati,17073,Refinery,66.53125,29.1875,34.6875,1500000,1406,0
Songzi,17089,High Tech,95,-161.875,-4.71875,21573986,16759,0
Sons,17091,High Tech,1.28125,78.78125,-59.1875,3448348,12125,0
Sorbago,17100,Extraction,60.96875,-72.09375,37.40625,3379138,9940,0
Sosong,17104,Agriculture,73.65625,7.71875,18.125,3778284728,13039,0
Sotiate,17107,Extraction,145.34375,-195.125,94.53125,3469664,18567,0
Sowathara,17117,High Tech,78.3125,-144.1875,8.96875,19062194,14833,0
SPOCS 208,17126,Agriculture,10.8125,-55.40625,-98.71875,9026041746,10715,0
SPOCS 900,17139,Agriculture,15.21875,-70.21875,88.40625,6767135620,1936,0
SRS 2543,17143,High Tech,-31.09375,-62.03125,53.71875,5069504,3050,0
STF 1774,17147,Agriculture,-34.09375,74.8125,-8.21875,6712718069,18020,0
STF 2841,17148,High Tech,-78.78125,-40.78125,19.15625,10729774,10696,0
StKM 1-616,17159,High Tech,-27.40625,32.03125,-63.3125,13958102,18699,0
StKM 1-626,17160,Agriculture,8.6875,23.09375,-75.65625,463819873,1729,0
Subra,17175,Extraction,68.21875,88.0625,-67.5625,6370266,4177,0
Suhte,17199,Extraction,-168.90625,27.375,-55.375,3241698,12867,0
Sukuruaco,17215,Refinery,69.46875,45.875,13.6875,728155,6320,0
Summerland,17223,Service,28.9375,-121.09375,3.53125,25000000,8064,1
Suteni,17265,High Tech,107.09375,-135.71875,-30.65625,16697399,5350,0
Suttonenses,17268,Extraction,-102.96875,57.375,-21.9375,1199783,13471,0
Suya,17271,High Tech,-122.125,-51.09375,48.6875,8805021,14842,0
Svanticani,17280,Extraction,-24.46875,-63.875,46.15625,5337345,8592,0
Svass,17291,High Tech,29.9375,-82.59375,-40.53125,1500000,11935,0
Sveit,17293,Extraction,51,20.3125,82.6875,3388273835,18847,0
T Tie,17320,Refinery,-11.28125,-154.21875,36.125,621791,2128,0
Tabaldak,17325,High Tech,26,-121.84375,87.90625,64614571,3724,0
Tacabs,17330,Extraction,20.21875,-261.90625,9.96875,4513506,8416,0
Tacahuti,17332,High Tech,160.1875,-128.59375,41.5,9126594,4409,0
TaexaliTemu,17340,Extraction,47.6875,-154.28125,106.375,5674497,5770,0
Taexalk,17341,Extraction,109.28125,-11.6875,-73.75,3050797,10624,0
Tagoman,17349,High Tech,-3.1875,-160.1875,19.5625,24393265,13859,0
Tagomane,17350,Extraction,61.4375,29.5625,-141.5625,3355181,2482,0
Tai Qing,17360,High Tech,-78.53125,53.625,41.40625,10926508,19519,0
Talantas,17386,Extraction,-67.78125,108.6875,101.3125,4306997,5932,0
Tangua,17421,Terraforming,36.03125,-129.3125,-55.25,466991102,10151,0
Tanmark,17424,Extraction,1.6875,-77.875,-30.09375,5000000,3404,0
Taosha,17433,Agriculture,-113.9375,18.78125,-10.875,2767804980,10267,0
Taotiges,17438,Refinery,-60.21875,20.25,72.28125,627224,7593,0
Tarach Tor,17449,High Tech,-13.125,-81,-20.28125,1500000,8350,0
Tarakah,17450,Extraction,-119.1875,17.40625,94.125,4947140,8252,0
Tau Ceti,17489,Extraction,-0.375,-11.40625,-3.5,5000000000,1293,0
Tau Ophiuchii,17491,Agriculture,-19.0625,6.6875,52.15625,6144251227,6346,0
Tau Puppis,17492,Extraction,167.8125,-64.34375,-28.75,3569403,6663,0
Tau-1 Gruis,17496,Extraction,17.125,-91.4375,51.59375,5353650,12178,0
Tavgi,17520,High Tech,8.34375,-72.84375,12.84375,5883206,1347,0
Tawilo,17530,Agriculture,-25,-96.1875,81.8125,4220255911,5126,0
Te Uira,17537,High Tech,35.1875,-53.40625,11.65625,1250000,12229,0
Teaka,17538,Agriculture,-20.65625,-62.28125,51.875,10085397362,9665,0
Tegidana,17543,Extraction,-55.03125,-5,-85.75,2325923,12968,0
Tellus,17575,High Tech,3.34375,69.28125,-1.65625,3364532,12262,0
Tenche,17587,High Tech,-31.125,-74.15625,37.09375,65808284,17089,0
Teng Yeh,17592,Agriculture,6.28125,28.4375,-12.46875,3585599482,13704,0
Teppanik,17615,High Tech,-72.28125,-2.75,-115.3125,5700589,6043,0
Terra Mater,17619,Agriculture,-49.75,-19.03125,-45,25000000,1552,1
Tetonang,17627,Agriculture,-89,29.84375,98.53125,1053691148,7939,0
Tetrian,17631,Refinery,63.125,-50.28125,38.21875,4500000,3449,0
Thari,17660,High Tech,70.9375,-144.6875,-53.28125,17823382,17941,0
Tharu,17662,Extraction,117.65625,-189.78125,0.75,11832433,11347,0
Theta Indi,17682,Agriculture,19.84375,-68.46875,68.375,15029438138,14724,0
Thiana,17694,High Tech,79.4375,-11.8125,47.75,6692112,15334,0
Thiansi,17695,High Tech,-91.21875,26.40625,64.875,6727567,8569,0
Thosia,17704,Agriculture,-77.40625,101.40625,-61.65625,446874207,2165,0
Thridan,17716,Extraction,99.75,105.25,52.90625,2044121,15778,0
Thrite,17719,Agriculture,-11.84375,-108.84375,84.625,2540984749,4210,0
Thule,17726,Refinery,27.65625,-131.75,9.46875,75000000,9443,0
Thunderbird,17727,Agriculture,-3.625,47.3125,42.84375,16575484871,17993,0
Tialocan,17731,High Tech,99.65625,-124.5,-7.71875,53641775,12415,0
Tiangchi,17738,Agriculture,2.1875,-75.53125,-52.4375,10041453242,3809,0
T'ieni,17759,High Tech,50.46875,96.75,87.96875,4023313,19800,0
T'iensei,17761,Agriculture,18.34375,-50.75,113.28125,3228201866,18988,0
Tikurua,17770,Agriculture,13.3125,70.15625,114.875,2379964411,4163,0
Tiliala,17771,Agriculture,85.75,-14.09375,-3.625,39200000,10661,1
Tiveronisa,17803,Agriculture,89.6875,28.21875,58.125,1704142689,10690,0
Tjakiri,17806,High Tech,-141.625,-64.375,59.5625,7740836,4423,0
Tjindjin,17827,High Tech,88.28125,15.65625,58.40625,5077293,2125,0
Tjiwuar,17833,High Tech,-113.375,43.53125,113.75,5613448,13788,0
Tlak,17844,Colony,137.28125,-103.40625,50.21875,598637,964,0
Tolini,17864,High Tech,42.15625,-53.78125,145.375,4281927,2971,0
Tomani,17878,Agriculture,61.9375,87.40625,44.875,334809225,15545,0
Toolfa,17891,High Tech,8,-11.1875,-2.65625,49630478,3310,0
Toresit,17894,Agriculture,69.3125,-197.125,57.1875,5735361099,2267,0
Toroesing,17900,Terraforming,-70.78125,-85.53125,-87.71875,716665637,18572,0
Tote,17904,High Tech,-21.0625,-15.75,-91.75,15798996,2263,0
Toxandji,17914,High Tech,155.09375,-12.40625,61.0625,7316385,11581,0
Trevakat,17929,Extraction,-130.90625,-11.625,83.4375,2168575,11980,0
Trimir,17944,Agriculture,23.25,-1.6875,110.625,360321372,5852,0
Tripu,17949,Extraction,-73.15625,9.28125,-27.8125,2896214,7532,0
Tsetiaci,17993,Extraction,161,-14.5,82.46875,2150754,3270,0
Tsim Binba,17999,High Tech,10.0625,-81.125,1.25,22445536,523,0
Tsohoda,18013,High Tech,61.3125,-69.375,108.21875,64769845,9486,0
Tsongoris,18017,Agriculture,-84.84375,-12.40625,-93.625,6257646143,12555,0
T'u Tu,18026,Agriculture,107.6875,-101.03125,59.75,6300619363,9233,0
Tujia,18035,Agriculture,-113.125,17.03125,5.65625,4390902340,3014,0
Turir,18069,High Tech,29.5,-75.5,58.1875,19334033,5114,0
Turona,18081,High Tech,84.78125,-19.5625,86.28125,5689589,15472,0
TZ Arietis,18108,High Tech,-5.375,-10.59375,-8.5,63775482,12952,0
Tz'utuls,18116,High Tech,-57.4375,-89.1875,23.0625,4968864,18625,0
Ualapalor,18130,Agriculture,-20.375,-10.59375,65.78125,704460310,20056,0
Uba,18138,Extraction,182.125,-146.3125,-3.15625,3669648,11012,0
UBV 15076,18143,Extraction,-25.78125,14.03125,104.8125,1696062,17502,0
Udegoci,18149,High Tech,-70,51.71875,-54.5,21719994,9576,0
Ugraseno,18164,Extraction,165.78125,-78.65625,61.625,3325253,14046,0
Uhlanqui,18178,Agriculture,-65.65625,-101.65625,63.90625,600097376,18850,0
Una,18231,High Tech,-11.09375,41.09375,90.53125,20522637,3765,0
Unegak Maku,18241,High Tech,109.59375,12.125,41.71875,6181038,12481,0
Unkunder,18257,Military,119,-53.84375,84.96875,544707,6179,0
Uodigi,18266,Extraction,50.03125,-185.3125,1.09375,8935784,19084,0
Urcia,18285,Agriculture,63.25,-146.5,-1.8125,6127628505,3314,0
Ursitoare,18291,Refinery,-3.6875,-60.8125,-2.53125,1250000,17977,0
Uru,18294,High Tech,-77.3125,-99.625,18.5,3078926,18528,0
Urvantju,18296,High Tech,-74.375,-29.53125,-61.09375,10284888,12385,0
Uterni,18315,Refinery,119.59375,-59.46875,-21.90625,621170,14935,0
Uzumoku,18333,High Tech,-95.21875,9.875,-74.125,6146326,18900,0
V374 Pegasi,18355,High Tech,-26.90625,-10.5625,2.90625,5773217,11662,0
V640 Cassiopeia,18375,Agriculture,-62.0625,-4.53125,-32.21875,10626326799,20051,0
V749 Herculis,18378,High Tech,-41.53125,42.6875,46.96875,9308856,10502,0
V902 Centauri,18389,Agriculture,83.90625,17.28125,26.59375,1936681985,13942,0
Vagho,18402,Agriculture,-100.21875,3.09375,-60.25,838511151,6742,0
Vaka,18418,High Tech,11.125,-86.3125,39.125,11232151,7521,0
Valkups,18435,Extraction,40.84375,8.46875,-107.875,1964254,6631,0
Vanaharan,18446,Extraction,18.53125,36.4375,134.9375,808645164,7940,0
Vanayequi,18449,Agriculture,-88.5,-12.3125,98.84375,594167947,11178,0
Varam,18452,Terraforming,-60,132.0625,15.65625,12960957,19523,0
Vasak,18470,Agriculture,29.625,-49.03125,-126.71875,1350409448,4742,0
Venexo,18529,Extraction,128.09375,-53.59375,-2.125,2261600732,19473,0
Vinciani,18583,Agriculture,148.25,-132.4375,1.34375,2084514737,2340,0
Viromi,18593,Extraction,142.46875,-171.53125,-60.90625,5676901,6331,0
Vogulu,18639,Industrial,159.84375,-89.8125,-45.59375,18182672,16097,0
Volsum,18656,Extraction,73.65625,-15.15625,158.78125,1962796,7726,0
Votatini,18674,High Tech,-7.34375,-123.875,8.71875,23197962,13277,0
Vukuracians,18690,Extraction,88.34375,-143.96875,115.90625,3656202,16674,0
Wadjali,18712,Agriculture,-34.8125,-42.84375,70.875,1037926614,19843,0
Wadjirusi,18723,Extraction,100.5625,-225.78125,77.375,4625564,7440,0
Wailladyan,18735,High Tech,-22.71875,-32.53125,40.71875,5793534,1558,0
Wandjera,18800,Extraction,14.28125,-12.15625,153.9375,1866220,808,0
Wangal,18810,Agriculture,84.625,-101.40625,-37,3450218796,13187,0
Wanglang Mu,18816,Extraction,126.78125,-192.59375,115.4375,3251713,18631,0
Wapiya,18827,High Tech,54.21875,-154.84375,30.625,19121247,13910,0
Waq,18828,High Tech,86.90625,-130.28125,98.84375,42790653,18105,0
Warao,18833,Agriculture,4.15625,95.03125,95.15625,1047489941,16198,0
Waraswarre,18835,Extraction,35.90625,17.40625,165.875,4524964,15055,0
Warkushanui,18861,Agriculture,-42.625,-85.125,6.25,1640873312,17338,0
Warnates,18865,Agriculture,-46.1875,-4.375,-67.65625,2453215122,16244,0
Warnones,18867,Extraction,-92.40625,32.0625,-86.1875,3807999,7074,0
Warwal,18880,Agriculture,-84.125,0.65625,50.28125,787968832,15230,0
Wathiparian,18896,Agriculture,-22.46875,13.78125,-93.34375,3223871886,8037,0
Wei Chang,18925,High Tech,120.8125,-44.28125,58.65625,7603722,12185,0
Wenda,18943,Agriculture,-68.65625,73.53125,-73.4375,7832075238,1402,0
Werapana,18952,Agriculture,-28.09375,-24.5625,-134.625,354982888,12448,0
Wichaimi,18969,Agriculture,15.5,-141.75,-21.1875,2614166498,18634,0
Wikmung,18991,Extraction,116.6875,-240.75,76.3125,3342708,16725,0
Wikna,18992,Refinery,-120.78125,42,53,1258858025,18472,0
Witou,19059,High Tech,29.6875,-127.5625,-50.0625,27256479,19329,0
Wolf 1022,19083,High Tech,-64.625,-64.15625,29.125,6347330,12641,0
Wolf 110,19090,High Tech,-26.875,-79.8125,-55.3125,7244572,18480,0
Wolf 1241,19099,Extraction,-31.0625,-47.40625,-107.21875,2402388,14828,0
Wolf 1431,19115,High Tech,40.3125,129.34375,-2.1875,5596213,13700,0
Wolf 1453,19120,Agriculture,7.96875,-6,-15.53125,2601474523,11127,0
Wolf 325,19148,Agriculture,36.03125,63.90625,-72.96875,2942489385,15363,0
Wolf 335,19151,Agriculture,13.3125,70.125,-50.3125,2747289776,733,0
Wolf 406,19160,High Tech,41.0625,74.125,8.75,7152409,3020,0
Wolf 54,19180,Refinery,-39.90625,1.1875,-27.9375,5000000,4061,0
Wolf 555,19181,Agriculture,4.53125,64.375,53.15625,1006389200,8600,0
Wolf 562,19184,High Tech,1.46875,12.84375,15.5625,60113760,12754,0
Wolf 718,19197,Military,-10.03125,8.3125,21.4375,734179,1577,0
Wolf 750,19198,High Tech,-52.09375,36.59375,27.65625,3701505,15999,0
Wolf 906,19208,High Tech,-27.28125,-25.09375,28.78125,5697625,13960,0
Wong Guin,19220,High Tech,60.0625,-93.96875,-22.96875,7375530,19926,0
Wongsun,19237,Extraction,-50.03125,-40.6875,151.125,4288109,11364,0
Wongzi,19239,Extraction,153.9375,64.40625,-2.125,2254942,5162,0
Wonneriti,19241,Extraction,-92.75,-13.53125,42.28125,5712514,2223,0
Wosraesi,19257,Agriculture,58.1875,77.75,-83.5625,259342640,17043,0
Woyo Mina,19264,Extraction,113,-90.46875,57.1875,9562606,12373,0
Wu Kich,19271,High Tech,-119.8125,-96.90625,-37.15625,10326417,19156,0
Wu Kuku,19275,High Tech,52.75,-14.84375,-18.53125,9256658,7116,0
Wudjal,19278,Agriculture,-71.09375,-36.0625,-5.90625,8566652119,2031,0
Wuli,19288,High Tech,-107.21875,71.96875,44.96875,5841436,6062,0
Wurango,19320,High Tech,13.90625,136.90625,-43.15625,7074240,2318,0
Wuru,19324,High Tech,31.03125,-121.3125,22.8125,65564863,16006,0
WW Piscis Austrini,19339,High Tech,-7.9375,-68.46875,34.40625,6608450,12829,0
Wyrd,19341,Extraction,-11.625,31.53125,-3.9375,27500000,33,0
Xangwe,19348,Agriculture,-107.34375,20.5,1,889590907,15620,0
Xerebaye,19359,Extraction,104.65625,91,9.25,2390590,7982,0
Xi Ophiuchi,19372,Agriculture,-3.875,8.15625,55.875,1649257481,6479,0
Xi Ursae Majoris,19376,High Tech,2.65625,27.09375,-9.9375,67923261,10029,0
Xi Wang Mu,19377,Agriculture,-36.46875,-122.40625,-44.4375,2995171487,15782,0
Xi Wangda,19379,High Tech,-21.8125,-167,-19.71875,8981686,7837,0
Xibe,19389,Agriculture,-112.5,33.8125,-60.03125,1544209480,3253,0
Xihe,19390,High Tech,-19.8125,-35.375,34,6821229,15388,0
Xinca,19391,Agriculture,123.90625,-6.40625,-48.9375,3470805823,344,0
Xuangu,19423,High Tech,122.1875,-33.40625,67.375,6752208,16087,0
Yakaeriate,19439,High Tech,80.28125,-21.5625,100.84375,5158625,7469,0
Yakshmi,19449,Extraction,159.34375,50.0625,-57.09375,1856063,12538,0
Yaroi,19502,Agriculture,100.8125,37.40625,-74.9375,2965286850,7784,0
Yarrite,19507,High Tech,114,-103.375,6.34375,42504531,17069,0
Yaso Kondi,19513,Agriculture,4.9375,-175.90625,-0.90625,549040621,10807,0
Yaurnai,19517,Extraction,-99.65625,116.5625,43.40625,3016124,9320,0
Yavatas,19520,Extraction,175.5,-144.96875,23.90625,6382818,15907,0
Yembo,19540,High Tech,-97.40625,-10.125,49.8125,5403202,7044,0
Yen K'uie,19553,High Tech,87,-89.75,-54.3125,10954502,15750,0
Yena Gu,19561,Extraction,-86.625,-121.75,63.34375,3212569,9714,0
Yenici,19567,Agriculture,120,-119.5,-3.0625,780446916,1711,0
Yi Trica,19582,High Tech,-117.5,70.59375,-82.125,8260644,1018,0
Yimakuapa,19583,High Tech,-30.3125,-49.375,-71.09375,12319268,18194,0
Yinjian,19595,Extraction,26.8125,-34.875,-5.875,2000000,842,0
Yukpeng,19655,Extraction,137.75,23.71875,79.8125,3092166,13484,0
Yukpenon,19656,Extraction,10.40625,4.0625,-132.4375,4903836,7004,0
Yulashis,19658,Industrial,190.0625,-170.40625,30.4375,14131430,20105,0
Yupini,19676,Agriculture,89.96875,-201.15625,24.84375,1674042224,9310,0
YZ Ceti,19695,High Tech,-1.1875,-11.8125,-2.15625,7632775,16912,0
Zandu,19711,High Tech,37.25,6.6875,-72.15625,11091352,1248,0
Zaparo,19721,Extraction,122.84375,-246.40625,-16.8125,7718321,16174,0
Zaragas,19724,High Tech,-34.875,-6.0625,81.96875,10842438,12759,0
Zarece,19728,Agriculture,96.09375,65.71875,69.1875,1004331290,16598,0
Zeaex,19732,High Tech,27.53125,0.8125,26.84375,45000000,7729,0
Zende,19748,Extraction,226.0625,-134.3125,-1.75,4196380,6672,0
Zeta Fornacis,19758,Agriculture,30.8125,-92.8125,-41.875,7534346044,1488,0
Zeta Horologii,19760,High Tech,89.125,-132.90625,6.03125,31662560,18307,0
Zeta Telescopii,19766,Agriculture,28.9375,-37.4375,117,5783908426,2747,0
Zeta Trianguli Australis,19767,High Tech,24.65625,-10.25,29.125,44324502,2133,0
Zhao,19781,Agriculture,108.6875,-113.46875,74.0625,11496291160,3207,0
